,Date,Open,High,Low,Last,Close,Total Trade Quantity,Turnover (Lacs)
1226,23/11/2011,1194,1194,1151,1153,1158.2,85648,994.11
1227,22/11/2011,1185,1212,1180.1,1193,1195.2,36781,439.94
1228,21/11/2011,1210.35,1224.95,1198,1203,1203,69304,834.54
1229,18/11/2011,1235,1235,1200,1224.95,1221.3,95710,1163.56
1230,17/11/2011,1255,1277,1230.6,1235,1238.4,64264,808.51
1231,16/11/2011,1288,1288,1260,1266.6,1266.15,48286,611.36
1232,15/11/2011,1290,1299,1271.95,1278.25,1278.45,35077,449.1
1233,14/11/2011,1310,1312.95,1281,1287.5,1289.6,73066,947.47
1234,11/11/2011,1277.2,1313.95,1274.05,1292.95,1290.65,36221,468.37
1235,9/11/2011,1313,1313,1271.7,1280,1275.9,47195,606.58
1236,8/11/2011,1325,1328,1303,1305.15,1304.85,32288,424.34
1237,4/11/2011,1300,1312.75,1300,1309.95,1306.5,26482,345.68
1238,3/11/2011,1291,1306,1276.15,1295,1298.3,17726,228.98
1239,2/11/2011,1263,1299.9,1260,1295,1290.95,44019,567.9
1240,1/11/2011,1288,1305,1258.15,1271.7,1269.95,45987,587.3
1241,31/10/2011,1305,1312,1290,1299.9,1298.85,49147,638.22
1242,28/10/2011,1301.75,1336,1300,1309.9,1305,27799,364.29
1243,26/10/2011,1299,1300,1291.05,1299.75,1296.9,2211,28.67
1244,25/10/2011,1290,1304.4,1272.85,1299.9,1295.75,14071,181.21
1245,24/10/2011,1275.45,1297.95,1275.45,1290.1,1290.55,121680,1569.58
1246,21/10/2011,1266,1284,1266,1275,1275.45,11225,143.1
1247,20/10/2011,1271,1290,1257.15,1277,1273.1,76175,964.12
1248,19/10/2011,1279,1292.95,1265.1,1285.9,1277.7,24502,312.4
1249,18/10/2011,1298.9,1308,1266.05,1276.5,1274.95,66981,857.87
1250,17/10/2011,1300,1315.3,1285,1288.15,1288.55,25255,327.41
1251,14/10/2011,1302,1316.3,1291.15,1297,1298.75,35709,466.18
1252,13/10/2011,1314.85,1324.9,1302.2,1305.15,1316.25,125587,1651.92
1253,12/10/2011,1301.3,1317.95,1297.25,1300,1311.1,90093,1177.12
1254,11/10/2011,1344,1348.9,1295.1,1299,1300.05,52273,686.04
1255,10/10/2011,1327.05,1330.2,1305,1330.2,1325.4,157845,2090.32
1256,7/10/2011,1320,1348.9,1312.25,1330,1327.35,56652,753.16
1257,5/10/2011,1319,1341,1302.1,1304,1302.8,11819,154.76
1258,4/10/2011,1325,1347.9,1317,1323,1320.05,220331,2946.56
1259,3/10/2011,1340,1350.05,1321.15,1340,1338.45,32417,432.39
1260,30/09/2011,1336,1350,1325.05,1345,1349.35,193139,2597.68
1261,29/09/2011,1332.5,1349.95,1317.25,1343.05,1344.85,171292,2300.54
1262,28/09/2011,1301.4,1342.9,1301.4,1341,1339.3,160439,2144.6
1263,27/09/2011,1300.3,1324.8,1300.3,1315.2,1316.1,35203,461.85
1264,26/09/2011,1312,1325,1292,1303,1300.3,17886,232.56
1265,23/09/2011,1310,1319.8,1280.05,1310,1309.35,21118,275.36
1266,22/09/2011,1315,1335,1312.55,1317,1317.95,25611,338.66
1267,21/09/2011,1306,1345.95,1305.15,1322.15,1324.7,25439,338.26
1268,20/09/2011,1330,1330,1305.3,1325.05,1325,92806,1226.87
1269,19/09/2011,1358.85,1358.85,1320,1325.25,1339.35,58530,786.01
1270,16/09/2011,1329.8,1390,1312.1,1338.1,1373.25,295587,3981.18
1271,15/09/2011,1317,1317,1285,1306.5,1308.65,32560,423.21
1272,14/09/2011,1301.8,1325,1301.8,1321,1314.9,89468,1172.52
1273,13/09/2011,1316,1317.7,1303.1,1310,1307.3,14892,195.27
1274,12/09/2011,1301,1318,1295.05,1314,1306.1,14424,188.48
1275,9/09/2011,1325,1327,1310.1,1320,1319.55,46376,612.08
1276,8/09/2011,1310,1329.9,1298,1318,1319.15,99647,1309.38
1277,7/09/2011,1289.6,1302.95,1289.6,1302,1297.05,35592,460.47
1278,6/09/2011,1297.35,1298.75,1272.15,1285,1289.6,70587,909.27
1279,5/09/2011,1300,1300,1282,1288,1286.8,18527,238.68
1280,2/09/2011,1309,1321.8,1289.1,1300,1299.4,51398,672.71
1281,30/08/2011,1325,1325,1293.95,1307.6,1301.95,61103,794.69
1282,29/08/2011,1310,1320,1295.5,1298.4,1299.65,52813,692.15
1283,26/08/2011,1311,1323.05,1301.2,1307,1306.55,22880,299.87
1284,25/08/2011,1303.1,1322,1302.25,1316,1310,34436,451.32
1285,24/08/2011,1315,1335,1311,1324,1319.3,22667,300.76
1286,23/08/2011,1317.15,1332.8,1317.15,1328,1328.4,30007,398.05
1287,22/08/2011,1302,1338,1300.5,1326.5,1325.4,16129,213.03
1288,19/08/2011,1325,1325,1295.3,1310,1310.75,57771,758.02
1289,18/08/2011,1320.5,1321.5,1310.15,1315,1317.55,87662,1155.39
1290,17/08/2011,1320,1334.85,1311.5,1319,1319.55,74795,988.75
1291,16/08/2011,1345.05,1369,1315.1,1324,1324.5,34396,458.99
1292,12/08/2011,1359,1365,1340,1359,1350,120335,1620.92
1293,11/08/2011,1340,1364,1331,1341.05,1347,82069,1111.99
1294,10/08/2011,1355,1371.95,1333,1340,1340.4,32504,435.36
1295,9/08/2011,1359.8,1360,1310.2,1353,1352.75,92443,1249.31
1296,8/08/2011,1300,1355.1,1266.15,1355.1,1347.2,88553,1178.71
1297,5/08/2011,1302,1329.8,1255.1,1321,1321.35,58200,759.05
1298,4/08/2011,1309,1320,1297.1,1306.6,1305.8,36402,476.81
1299,3/08/2011,1308,1308,1266,1303.5,1300.45,20429,265.12
1300,2/08/2011,1271,1299.9,1271,1289,1284.8,20070,257.94
1301,1/08/2011,1317.1,1328.9,1290,1296,1293.35,45324,589.21
1302,29/07/2011,1300,1325,1295,1316,1316.05,77017,1014.64
1303,28/07/2011,1259.15,1304.7,1255,1300,1300.2,125941,1627.71
1304,27/07/2011,1268,1287.15,1252,1253,1259.15,194367,2459.5
1305,26/07/2011,1295,1309.7,1260.05,1262.3,1264.4,38589,490.41
1306,25/07/2011,1279.95,1301,1270,1299.1,1297.3,26743,344.4
1307,22/07/2011,1275,1284,1268,1270,1273.85,87957,1120.64
1308,21/07/2011,1283.85,1365.1,1265,1266.1,1269.3,67966,875.18
1309,20/07/2011,1281,1298,1265.5,1274.95,1278.2,22412,286.88
1310,19/07/2011,1296.85,1296.85,1275.1,1278,1277.85,27497,352.39
1311,18/07/2011,1298,1308,1280,1283.9,1281.85,24304,313.32
1312,15/07/2011,1311.25,1320,1302,1313.9,1309.85,23253,304.65
1313,14/07/2011,1297,1325,1297,1317.8,1317.75,71450,941.46
1314,13/07/2011,1289.25,1300,1283.25,1295.65,1296.2,25199,326.1
1315,12/07/2011,1270,1295,1264.95,1281.15,1282.05,21937,281.59
1316,11/07/2011,1269,1284.9,1268.1,1270.25,1270.95,61088,776.35
1317,8/07/2011,1299,1299,1268.1,1276.05,1271.2,57672,740.08
1318,7/07/2011,1295.5,1301.5,1285,1288,1289.45,31422,406.05
1319,6/07/2011,1290,1317.5,1285,1285,1291.7,19746,256.49
1320,5/07/2011,1291,1338,1291,1306.9,1305.2,49466,646.37
1321,4/07/2011,1288,1342,1288,1327,1336.15,50896,676.28
1322,1/07/2011,1312.25,1327.4,1302.45,1321,1310.35,17178,225.8
1323,30/06/2011,1345,1345,1289.9,1297.9,1297.8,58040,757.45
1324,29/06/2011,1340.1,1349.95,1333,1335,1334.45,28282,378.99
1325,28/06/2011,1360,1363.95,1331.05,1340.05,1341.1,54787,735.81
1326,27/06/2011,1334,1366.8,1334,1354.5,1355.2,322175,4384.59
1327,24/06/2011,1274,1296,1273.25,1286.5,1286.7,36755,472.82
1328,23/06/2011,1259.95,1283.85,1250,1277.15,1266.9,23974,303.88
1329,22/06/2011,1268.3,1268.3,1250,1265,1260,51741,651.71
1330,21/06/2011,1260,1270,1241.3,1241.3,1245.85,28774,360.58
1331,20/06/2011,1270,1289,1248,1251.3,1253.15,38679,487.35
1332,17/06/2011,1261.55,1287,1258.05,1265.5,1263.8,78402,993.24
1333,16/06/2011,1280,1289.9,1256.5,1277,1278.05,69196,883.58
1334,15/06/2011,1273.7,1285,1257.55,1274.8,1278.25,91277,1161.92
1335,14/06/2011,1266.25,1297.2,1260,1264.4,1270,74514,953.84
1336,13/06/2011,1268,1289.95,1255,1278,1278.65,22276,284.58
1337,10/06/2011,1266.75,1281.8,1260.6,1270.95,1267.85,84916,1074.31
1338,9/06/2011,1282.05,1285.8,1255.5,1265.95,1264.8,71048,899.1
1339,8/06/2011,1294,1303.7,1272,1278.5,1275.7,57000,733.52
1340,7/06/2011,1300,1308,1280.1,1299,1294.5,113561,1470.46
1341,6/06/2011,1300,1313.5,1285,1288.8,1289.05,6255,80.8
1342,3/06/2011,1301,1315,1290.6,1304.8,1298.6,19232,250.4
1343,2/06/2011,1290.55,1320,1290.55,1304.95,1301.7,29463,385.55
1344,1/06/2011,1307.3,1348.7,1288,1323.95,1314.9,76485,1000.14
1345,31/05/2011,1265,1294.9,1252.3,1280,1284.8,53703,687.5
1346,30/05/2011,1270,1283.75,1260,1271.5,1267.5,22046,280.33
1347,27/05/2011,1255.9,1269.95,1247,1267.05,1265.4,76996,973.02
1348,26/05/2011,1255.2,1268.95,1241.55,1246,1246.7,68121,853.16
1349,25/05/2011,1265,1269.5,1244.3,1250,1249.6,72641,910.17
1350,24/05/2011,1283.6,1303,1251.3,1257,1261.4,95834,1216.01
1351,23/05/2011,1295,1302.5,1275.25,1282,1282.85,40854,523.36
1352,20/05/2011,1327,1339,1276.1,1307,1303.15,118639,1543.42
1353,19/05/2011,1321,1349.9,1310,1330,1330.8,27895,371.48
1354,18/05/2011,1291,1329,1275,1319,1319.55,102623,1333.87
1355,17/05/2011,1369.9,1369.9,1285,1295.2,1290.55,66074,860.14
1356,16/05/2011,1400,1400,1360,1361,1361.65,10674,145.75
1357,13/05/2011,1389.65,1390,1379.5,1384,1382.3,33375,463.07
1358,12/05/2011,1389,1400,1361.2,1380.55,1376.05,22970,317.08
1359,11/05/2011,1381,1400,1371.35,1398.9,1395,192445,2675.6
1360,10/05/2011,1316.6,1405,1316.6,1385,1384.85,124617,1740.19
1361,9/05/2011,1385,1385,1350,1350.2,1357.35,9782,133.87
1362,6/05/2011,1359,1385,1359,1383,1380.5,22019,301.68
1363,5/05/2011,1330.9,1393.85,1330.9,1359,1358.55,77572,1072.61
1364,4/05/2011,1372.1,1385.95,1340.1,1364.3,1372.1,93349,1279.67
1365,3/05/2011,1325.75,1377,1325.75,1346.2,1347.8,49363,671.24
1366,2/05/2011,1361.25,1383,1336.05,1353,1350.1,28468,385.82
1367,29/04/2011,1400,1424,1381.1,1397,1397,158503,2220.16
1368,28/04/2011,1384,1410,1373,1384,1396.9,212591,2973.42
1369,27/04/2011,1340,1390,1311.35,1374,1386.65,71296,975.55
1370,26/04/2011,1357,1357,1340.3,1354,1348.8,45951,619.02
1371,25/04/2011,1345.1,1365.8,1332.55,1340,1346.6,67116,909.35
1372,21/04/2011,1308.35,1348,1290,1335,1340.4,99361,1327.73
1373,20/04/2011,1293,1327.55,1288,1302.5,1311.35,39562,517.52
1374,19/04/2011,1293.5,1301,1275.3,1290,1288.85,60780,781.43
1375,18/04/2011,1296.95,1322.5,1281.55,1293.5,1287.9,87731,1148.26
1376,15/04/2011,1310,1314.95,1281.65,1310.55,1310.25,16227,211.93
1377,13/04/2011,1290,1319.85,1290,1315,1315.35,20955,273.79
1378,11/04/2011,1325,1325,1285.2,1285.5,1289,12155,157.7
1379,8/04/2011,1360,1360,1295,1299,1301.55,54096,716.6
1380,7/04/2011,1358,1359.8,1336.15,1337,1344.55,38745,522.02
1381,6/04/2011,1346.35,1360,1319.95,1340,1345.75,94398,1262.59
1382,5/04/2011,1358.8,1358.8,1312.1,1317.1,1322.5,64879,862.99
1383,4/04/2011,1311,1343.1,1311,1340,1340.15,75890,1007.64
1384,1/04/2011,1324.9,1324.9,1291,1310,1314.05,162366,2133.6
1385,31/03/2011,1271,1340,1271,1331.95,1312.25,45514,594.26
1386,30/03/2011,1295,1306,1282,1298.95,1299.15,73406,949.17
1387,29/03/2011,1314.45,1329.85,1287.05,1287.5,1291.35,21389,280.72
1388,28/03/2011,1303,1324.9,1292,1307.95,1316.1,16194,211.8
1389,25/03/2011,1278,1311,1278,1310,1303.25,52702,683.01
1390,24/03/2011,1287,1299,1280.1,1295,1287.75,32892,423.5
1391,23/03/2011,1270.1,1300,1270.1,1294,1292.4,26558,341.5
1392,22/03/2011,1176.6,1304.2,1176.6,1303.5,1268.05,38426,484.05
1393,21/03/2011,1253.7,1287.5,1240.05,1245,1244.45,14722,183.47
1394,18/03/2011,1253.15,1277.85,1250,1257.75,1257.6,29488,370.69
1395,17/03/2011,1280,1294.85,1258.8,1275,1276.15,18445,234.79
1396,16/03/2011,1270.8,1296,1253.15,1296,1278.9,19207,244.31
1397,15/03/2011,1271,1271,1253,1256.75,1257.2,82052,1032.22
1398,14/03/2011,1283.8,1296.2,1260,1279,1284.55,33310,427.38
1399,11/03/2011,1250,1280,1245,1279.65,1275.2,96880,1233.61
1400,10/03/2011,1240,1283.8,1225.1,1261,1254.3,35368,440.46
1401,9/03/2011,1221.25,1253.8,1221.25,1230,1230.05,50350,620.47
1402,8/03/2011,1235,1253.95,1235,1245,1244.65,39947,497.43
1403,7/03/2011,1242.1,1256.95,1226,1240,1240.9,20232,251.88
1404,4/03/2011,1244,1253,1235.15,1242,1242.1,34686,431.04
1405,3/03/2011,1213,1257.35,1213,1237.95,1243.3,72717,904.73
1406,1/03/2011,1217.05,1248.6,1217.05,1234.2,1237.65,65737,813.42
1407,28/02/2011,1225,1254,1217,1238.8,1236.6,50859,629.16
1408,25/02/2011,1215,1234.85,1205,1223.65,1219.4,45120,548.92
1409,24/02/2011,1240,1240,1220,1220,1225.25,145695,1790
1410,23/02/2011,1233,1247.85,1214.15,1239.75,1240.15,35773,442.41
1411,22/02/2011,1283.8,1283.8,1220.2,1227,1234.05,129627,1615.83
1412,21/02/2011,1292,1292,1270,1273.05,1274.95,99620,1271.24
1413,18/02/2011,1299.7,1299.7,1275,1280,1282.7,79650,1019.96
1414,17/02/2011,1295.8,1305,1276.1,1285.95,1284.75,9634,124.2
1415,16/02/2011,1290.8,1295,1274,1290,1287.8,8794,113.33
1416,15/02/2011,1299.7,1300.25,1285,1285,1286.8,55579,716.35
1417,14/02/2011,1282.7,1299.45,1273.7,1288,1288,55013,710.08
1418,11/02/2011,1295,1299.5,1260,1275.2,1267.55,66013,835.15
1419,10/02/2011,1275,1309.7,1275,1289.15,1290.5,149893,1934.08
1420,9/02/2011,1329,1329,1252.25,1310,1300.9,27272,355.02
1421,8/02/2011,1325,1342,1296.05,1297.15,1301.25,186090,2434.44
1422,7/02/2011,1310,1345,1291.15,1338,1329.65,38964,512.7
1423,4/02/2011,1272.3,1315,1272.25,1303,1305.2,41786,545.27
1424,3/02/2011,1288.9,1300,1270,1293.75,1291.6,41301,532.83
1425,2/02/2011,1285.4,1294,1256.6,1288.1,1288.2,45848,590.89
1426,1/02/2011,1255,1319.85,1255,1279.95,1278.65,25989,333.2
1427,31/01/2011,1231.1,1305.5,1231.1,1285.2,1288.2,129524,1641.42
1428,28/01/2011,1262,1269.9,1238,1259,1254.6,160056,1999.5
1429,27/01/2011,1252.05,1282.95,1252.05,1258,1262.25,15149,191.58
1430,25/01/2011,1265,1519.95,1260.2,1278,1273.85,63367,812.69
1431,24/01/2011,1050,1270,1050,1270,1266.65,10771,136.1
1432,21/01/2011,1284.9,1292.5,1248,1250.8,1252.3,27438,347.22
1433,20/01/2011,1290,1319.55,1277.3,1283.05,1284.85,70395,905.16
1434,19/01/2011,1314,1320,1306,1310,1309.95,231219,3032.03
1435,18/01/2011,1301,1325.8,1301,1308,1307.7,26267,343.69
1436,17/01/2011,1273,1325.5,1273,1307.05,1309.7,12369,162.14
1437,14/01/2011,1322,1326,1301.15,1305,1312.1,16189,212.67
1438,13/01/2011,1313,1321.1,1307.1,1320.2,1318.05,17215,226.44
1439,12/01/2011,1342.7,1345.9,1303,1310.5,1309.6,50648,665.28
1440,11/01/2011,1315,1345,1307.15,1340,1333.25,43029,573.64
1441,10/01/2011,1349,1483.2,1311,1312.8,1318.35,47180,624.47
1442,7/01/2011,1369,1386.9,1315,1336.3,1334.3,34842,468.41
1443,6/01/2011,1395,1407.3,1365,1368.5,1368,140075,1950.34
1444,5/01/2011,1401,1418.6,1392.15,1392.15,1395.55,27285,382.38
1445,4/01/2011,1416.8,1428.9,1410,1425,1419.3,40213,570.77
1446,3/01/2011,1407.95,1418,1390.25,1412.95,1413.15,37047,520.66
1447,31/12/2010,1388.05,1422,1388.05,1410,1411.2,76705,1072.88
1448,30/12/2010,1400.05,1407.85,1391,1400,1398.55,18439,257.61
1449,29/12/2010,1419,1419,1395.4,1399.5,1399.95,39766,556.97
1450,28/12/2010,1394,1419.05,1394,1400,1399.35,50319,707.31
1451,27/12/2010,1400,1403,1388,1388,1393.55,10538,147.3
1452,24/12/2010,1384,1404,1372.15,1398.5,1399.9,32611,455.88
1453,23/12/2010,1400,1419,1381.25,1391,1394.05,47784,666.29
1454,22/12/2010,1390,1404,1371.15,1389.95,1384.95,30150,419.32
1455,21/12/2010,1360,1396.85,1355.1,1375,1384.15,216229,2979.36
1456,20/12/2010,1379,1385,1355,1365,1364.4,177293,2436.07
1457,16/12/2010,1399,1418,1372.1,1383,1388.2,45850,634.58
1458,15/12/2010,1410,1428.25,1376.25,1377.1,1384.45,58738,817.82
1459,14/12/2010,1395,1415.5,1382.25,1384,1385.9,39000,545.53
1460,13/12/2010,1405,1405,1377.15,1390.95,1386.35,24744,343.44
1461,10/12/2010,1335,1393,1335,1380,1384.9,255557,3538.17
1462,9/12/2010,1391,1435,1385,1392.35,1393.85,25588,357.78
1463,8/12/2010,1428,1439.7,1410,1411,1416.7,198485,2823.14
1464,7/12/2010,1447.8,1447.8,1406.5,1430,1426.45,52677,750.42
1465,6/12/2010,1430.95,1450,1413.6,1416.05,1418.45,25452,363.58
1466,3/12/2010,1431.7,1439.55,1412.55,1420,1418.85,68431,975.35
1467,2/12/2010,1450,1474,1415,1422.8,1420.4,42334,603.52
1468,1/12/2010,1393.5,1420.7,1377.1,1418.6,1407.9,36465,511.15
1469,30/11/2010,1375,1387.9,1367.1,1380,1377.2,15816,217.98
1470,29/11/2010,1380.05,1395,1361.15,1375.15,1380.85,29869,412.48
1471,26/11/2010,1365.1,1400,1340,1385.05,1381.05,44240,604
1472,25/11/2010,1355.5,1408.5,1355.5,1380,1389.35,30143,421.25
1473,24/11/2010,1340.2,1409.7,1340.2,1404,1399.9,91347,1262.55
1474,23/11/2010,1335,1398.9,1335,1380,1378.75,19770,273.13
1475,22/11/2010,1425,1450,1392.2,1392.35,1396.7,15311,214.66
1476,19/11/2010,1418,1418,1390,1405,1401.05,634902,8858.2
1477,18/11/2010,1405.35,1420,1387,1394.15,1397.75,93502,1312.83
1478,16/11/2010,1414,1429.85,1390,1415,1404.75,99045,1402.8
1479,15/11/2010,1405,1427.85,1405,1418.15,1417.85,105299,1491.9
1480,12/11/2010,1454.9,1463,1385,1391.4,1392.8,154410,2201.96
1481,11/11/2010,1460,1463.5,1415.3,1420,1420.6,22382,320.76
1482,10/11/2010,1452,1464.7,1440,1449.9,1443.8,40323,583.6
1483,9/11/2010,1472.9,1472.9,1438.5,1449,1451.2,19156,278.4
1484,8/11/2010,1460,1463.5,1438,1459,1452.7,15247,221.22
1485,5/11/2010,1460,1464.9,1452.55,1461.35,1459.85,6162,90.05
1486,4/11/2010,1459.95,1466,1440,1455.95,1452.2,55981,811.99
1487,3/11/2010,1467.4,1467.9,1445,1446.9,1450.45,28065,408.23
1488,2/11/2010,1450,1470,1425,1457.75,1456.15,41657,605.24
1489,1/11/2010,1450.5,1477,1420,1440,1432.5,36953,535.06
1490,29/10/2010,1398.1,1470,1395.1,1450,1450.05,61026,876.75
1491,28/10/2010,1403,1424.7,1336.6,1410,1413.8,85903,1209.19
1492,27/10/2010,1434,1444.65,1401,1405,1403.95,47219,669
1493,26/10/2010,1456.05,1462.05,1435,1435,1436.85,51095,739.34
1494,25/10/2010,1391.15,1469.8,1391.15,1465,1465.75,23086,337.7
1495,22/10/2010,1455.1,1463.9,1451.05,1460,1459.75,12856,187.4
1496,21/10/2010,1463.95,1463.95,1442.65,1445.65,1450.05,13132,190.74
1497,20/10/2010,1470,1474.9,1445,1450,1452.15,18608,270.77
1498,19/10/2010,1420.2,1477,1420.2,1449.7,1463.95,87189,1266.93
1499,18/10/2010,1447.65,1447.65,1396.1,1424,1421.9,41937,594.05
1500,15/10/2010,1450,1455,1426.45,1438.8,1434.55,27068,389.27
1501,14/10/2010,1473.3,1484,1343.65,1447.95,1444.65,72283,1055.64
1502,13/10/2010,1480,1489.95,1470,1471.1,1473.3,361551,5333.51
1503,12/10/2010,1499,1499.7,1455.25,1467.95,1465.65,31503,461.53
1504,11/10/2010,1498.75,1500,1476,1480,1480.1,34187,509.95
1505,8/10/2010,1490.3,1509.95,1475,1475,1485.9,31420,469.35
1506,7/10/2010,1470.1,1498.75,1465.55,1490,1490.3,68677,1020.74
1507,6/10/2010,1499.95,1518.95,1475,1475.95,1480.4,379755,5624.91
1508,5/10/2010,1490,1516,1485,1490,1492.6,127713,1909.9
1509,4/10/2010,1530,1540.95,1485.1,1485.2,1498.3,163412,2467.71
1510,1/10/2010,1515,1537,1514.5,1530.05,1529.7,47223,719.5
1511,30/09/2010,1530,1540,1491,1500,1502.2,45914,693.28
1512,29/09/2010,1548.7,1548.7,1521.8,1535,1530.1,58287,894.35
1513,28/09/2010,1531.95,1552,1503,1534.4,1544.35,54708,838.8
1514,27/09/2010,1524,1540,1516.5,1521.5,1526.1,91992,1403.92
1515,24/09/2010,1510,1528.85,1482.35,1515.8,1510.3,123764,1860.94
1516,23/09/2010,1515,1522,1485.55,1503.95,1504.5,101555,1529.92
1517,22/09/2010,1518.2,1547.75,1487.3,1508.4,1509.5,151618,2290.98
1518,21/09/2010,1555,1579,1503,1512.2,1516.75,191320,2940.48
1519,20/09/2010,1599.35,1599.35,1538.7,1541.15,1547.5,88742,1385.09
1520,17/09/2010,1592,1594,1556,1569,1568.3,80389,1260.2
1521,16/09/2010,1555.25,1624,1550,1584.95,1582.55,114289,1826.44
1522,15/09/2010,1604,1630,1585,1624,1619.95,137487,2218.77
1523,14/09/2010,1590,1619,1562.2,1580,1584.75,151174,2398.72
1524,13/09/2010,1558,1592.9,1542.55,1585,1581.5,110701,1747.43
1525,9/09/2010,1548,1548,1520,1534,1536,34529,529
1526,8/09/2010,1480,1567,1480,1538.15,1546.75,137040,2094.73
1527,7/09/2010,1488,1525,1461.15,1496,1490.6,102103,1532.83
1528,6/09/2010,1464.8,1478,1450.1,1476,1470.9,32846,482.23
1529,3/09/2010,1454,1472,1445.1,1454,1452.1,20691,301.27
1530,2/09/2010,1462.15,1475,1436,1440,1444.9,17020,248.49
1531,1/09/2010,1445,1484,1442.2,1478,1471.15,56076,819.67
1532,31/08/2010,1449.9,1470,1445.05,1455,1454.65,27935,406.41
1533,30/08/2010,1460,1487.1,1450.1,1451.5,1456,39222,573.73
1534,27/08/2010,1432.1,1475.15,1432.1,1470,1469.2,136331,1997.09
1535,26/08/2010,1430.25,1460,1430.25,1446,1445.6,46829,677.62
1536,25/08/2010,1421,1442,1390,1441,1426.25,56653,803.35
1537,24/08/2010,1480,1484,1411.15,1445,1426.8,124843,1807.51
1538,23/08/2010,1445,1480,1425.15,1475,1475.6,218668,3214.38
1539,20/08/2010,1426,1451,1420.1,1443.5,1441.15,29834,427.89
1540,19/08/2010,1436,1452.95,1419,1440,1439.65,72771,1045.27
1541,18/08/2010,1458.8,1472,1421.1,1432.55,1432.4,201032,2901.98
1542,17/08/2010,1398,1454.9,1386.25,1453,1446.4,318651,4555.65
1543,16/08/2010,1399,1399,1375.05,1392.6,1390.5,24651,342.7
1544,13/08/2010,1390.1,1409,1381.1,1389,1390.05,36587,510.44
1545,12/08/2010,1375,1407,1353.1,1400,1400.15,67542,936.88
1546,11/08/2010,1375.8,1393,1366.2,1374,1373.7,45181,624.21
1547,10/08/2010,1385,1387,1361.15,1362,1367.2,31825,437.88
1548,9/08/2010,1400.15,1413.75,1379,1384,1385.45,31710,441.72
1549,6/08/2010,1385,1420,1370,1393,1398.8,90092,1268.3
1550,5/08/2010,1399,1418,1380.25,1382,1390.15,41492,581.64
1551,4/08/2010,1375.1,1405,1375.1,1405,1395.55,88695,1235.72
1552,3/08/2010,1390,1400,1375,1385,1384.8,26067,362.2
1553,2/08/2010,1409.65,1425,1375.15,1381.9,1384.8,51044,714.53
1554,30/07/2010,1360.25,1417.7,1360.25,1408,1409.65,77178,1077.88
1555,29/07/2010,1360,1384.7,1352.1,1377.75,1378.6,64067,879.61
1556,28/07/2010,1340,1370,1335,1362.5,1366.85,70901,962.84
1557,27/07/2010,1333,1360.2,1330.05,1348,1345.95,116617,1571.12
1558,26/07/2010,1340.1,1359.8,1335.4,1337.05,1339.3,36023,484.45
1559,23/07/2010,1340,1362,1334,1351.4,1352.2,183931,2473.03
1560,22/07/2010,1339.8,1340,1326.1,1328.1,1338.3,51728,690.28
1561,21/07/2010,1342.8,1349,1325,1335,1334.55,96010,1282.94
1562,20/07/2010,1347,1347,1327,1332,1335.45,123409,1648.87
1563,19/07/2010,1344,1353.8,1330,1332.8,1333.85,149528,2001.78
1564,16/07/2010,1340,1363,1336.1,1350,1349.75,210144,2838.29
1565,15/07/2010,1370,1370.75,1315.5,1360,1345.8,170251,2284.56
1566,14/07/2010,1376.1,1400,1345.1,1362,1356.65,264044,3608.55
1567,13/07/2010,1363.95,1400,1332.1,1372,1373.8,121469,1677.39
1568,12/07/2010,1398.9,1404,1355,1362,1362.6,143284,1976.95
1569,9/07/2010,1418,1427.7,1382,1386.1,1387.4,167416,2349.05
1570,8/07/2010,1410,1442,1397,1398,1406.6,181848,2587.82
1571,7/07/2010,1427,1429.7,1391.2,1394,1395.85,123398,1739.41
1572,6/07/2010,1411,1431,1405,1427,1423.9,144896,2058.16
1573,5/07/2010,1444,1444,1405,1416.1,1410.9,101812,1446.48
1574,2/07/2010,1448.8,1477,1411,1416,1429.65,214442,3118.24
1575,1/07/2010,1434,1475,1430.05,1436,1443.45,649888,9467.94
1576,30/06/2010,1405.5,1477.3,1401.55,1443,1442.4,1036529,15029.46
1577,29/06/2010,1389,1443.3,1366,1427.3,1430.85,1105877,15676.66
1578,28/06/2010,1370,1560,1340.1,1380.25,1380.85,2215874,32201.85
1579,25/06/2010,1310,1393,1294,1345,1359.65,511865,6934.67
1580,24/06/2010,1300,1312.5,1286,1302.9,1304.8,74610,973.68
1581,23/06/2010,1279.35,1313,1279.35,1298.85,1298.55,51734,673.38
1582,22/06/2010,1262,1307.95,1262,1278.5,1279.35,60860,782.51
1583,21/06/2010,1275,1290,1262,1267,1265.45,47171,601.95
1584,18/06/2010,1260.25,1279.6,1256.05,1262,1266.85,27207,344.63
1585,17/06/2010,1260.2,1290,1254.05,1260,1266.25,46335,588.36
1586,16/06/2010,1290.1,1305,1260,1261,1267.35,68366,873.99
1587,15/06/2010,1344,1344,1284,1286,1288.3,62335,816.04
1588,14/06/2010,1273.2,1350,1255,1349,1344,277317,3578.12
1589,11/06/2010,1290.6,1308,1270,1278,1280.45,134019,1740.53
1590,10/06/2010,1299,1314.95,1285.3,1287,1296.3,44648,580.31
1591,9/06/2010,1265,1325,1255,1289,1303.6,279889,3632.62
1592,8/06/2010,1255.95,1284,1241.5,1276.7,1271.55,31340,395.26
